OBJECTID,GEOID,Tract Label,Tract Name,Community Reporting Area Name,Community Reporting Area ID,Year,Tract Median Apartment Contract Rent per Square Foot,Tract Median Apartment Contract Rent per Unit,Year over Year Change in Rent per Square Foot,Year over Year Change in Rent per Unit,Cost Category,Year over Year Change in Rent Category,Mixed-Rate or Mixed-Income Apartment in Tract,Level of Concern,PROPERTIES,Shape__Area,Shape__Length
163,53033005202,52.02,Census Tract 52.02,Wallingford,11.2,2001,1.97,1143,0.0534759358288769,0.0515179392824287,Medium,Stable,710,,40,2865193.63619995,7845.30321659896
164,53033005303,53.03,Census Tract 53.03,University District,7.2,2001,0,0,0,0,,,0,,0,24349784.4945679,33904.6213661119
165,53033004402,44.02,Census Tract 44.02,University District,7.2,2001,2.06,1032,0.0564102564102565,0.0530612244897959,Medium,Stable,851,,55,3175021.43328857,7487.97985687102
166,53033004401,44.01,Census Tract 44.01,University District,7.2,2001,2.22,1019,0.0521327014218011,0.0526859504132231,Medium,Stable,324,,28,7479571.76147461,12948.9751357778
167,53033005307,53.07,Census Tract 53.07,University District,7.2,2001,2.23,944,0.0518867924528301,0.052396878483835,Medium,Stable,345,,18,1399526.47988892,4758.85069026771
168,53033004101,41.01,Census Tract 41.01,Laurelhurst/Sand Point,7.5,2001,1.42,928,0.0597014925373133,0.0545454545454545,Low,Stable,63,,2,16716852.6628113,24230.1579430562
169,53033005402,54.02,Census Tract 54.02,Fremont,11.1,2001,2.16,1333,0.0485436893203884,0.0520915548539858,High,Stable,367,,39,4993141.86450195,10063.7978469566
170,53033007700,77,Census Tract 77,Central Area/Squire Park,5.3,2001,2.34,1047,0.0540540540540539,0.0533199195171026,Medium,Stable,253,,18,11391208.2196655,15242.2097594939
171,53033007502,75.02,Census Tract 75.02,Capitol Hill,6.2,2001,2.21,1311,0.0523809523809523,0.0521669341894061,High,Stable,901,,57,3400503.55529785,7403.62929266713
172,53033007600,76,Census Tract 76,Miller Park,6.4,2001,2.09,1220,0.050251256281407,0.0517241379310345,Medium,Stable,632,,44,6155389.38891602,9906.36833563623
173,53033010200,102,Census Tract 102,Seward Park,4.3,2001,1.11,775,0.0471698113207548,0.0529891304347826,Low,Stable,76,,4,30129079.2078857,33439.4693972433
174,53033010401,104.01,Census Tract 104.01,Beacon Hill,3.5,2001,0,0,0,0,,,0,,0,17543421.029068,17342.9302013933
175,53033010402,104.02,Census Tract 104.02,Beacon Hill,3.5,2001,0,0,0,0,,,0,,0,18759692.8948212,18925.0430066197
176,53033010501,105.01,Census Tract 105.01,West Seattle Junction/Genesee Hill,1.3,2001,2,1402,0.0526315789473685,0.0517629407351838,High,Stable,280,,12,7986746.71530151,12490.0968039152
177,53033010102,101.02,Census Tract 101.02,Columbia City,4.2,2001,0,0,0,0,,,0,,0,17314610.0391541,22274.170768035
178,53033009802,98.02,Census Tract 98.02,West Seattle Junction/Genesee Hill,1.3,2001,2.08,1230,0.0558375634517767,0.0521813515825492,Medium,Stable,189,,16,9927510.52307129,12982.7549339758
179,53033009000,90,Census Tract 90,Judkins Park,5.2,2001,1.93,1309,0.0489130434782608,0.0514056224899598,Medium,Stable,194,,14,9212173.19689941,14319.1029916181
180,53033026400,264,Census Tract 264,South Park,3.1,2001,0,0,0,0,,,0,,0,461382.048629761,5763.40767367231
181,53033001201,12.01,Census Tract 12.01,Northgate/Maple Leaf,8.1,2002,1.47,1045,-0.0264900662251656,-0.0260950605778192,Low,Decline,1209,,21,10851861.641449,15899.7733430541
182,53033000404,4.04,Census Tract 4.04,Broadview/Bitter Lake,9.1,2002,1.26,1021,-0.0232558139534884,-0.0210930009587728,Low,Decline,454,,7,6791652.7237854,12962.5584131713
183,53033004901,49.01,Census Tract 49.01,Fremont,11.1,2002,1.74,1035,-0.0224719101123596,-0.0226628895184136,Medium,Decline,977,,106,5350888.21542358,9379.65576684679
184,53033003601,36.01,Census Tract 36.01,Green Lake,9.4,2002,2.05,1174,-0.0238095238095239,-0.0232945091514143,Medium,Decline,418,,35,7255879.06799316,11894.2888948854
185,53033002800,28,Census Tract 28,Greenwood/Phinney Ridge,9.3,2002,1.55,975,-0.0251572327044025,-0.0230460921843687,Low,Decline,302,,32,10637151.8217773,13201.311297987
186,53033003100,31,Census Tract 31,Sunset Hill/Loyal Heights,10.3,2002,1.3,893,-0.0225563909774436,-0.0261723009814613,Low,Decline,107,,14,23137464.0452271,24704.5678017235
187,53033006400,64,Census Tract 64,Miller Park,6.4,2002,1.73,1461,-0.0280898876404495,-0.0266489007328448,High,Decline,103,,5,9726351.90356445,13186.7701844683
188,53033004301,43.01,Census Tract 43.01,Ravenna/Bryant,7.3,2002,2.58,1661,-0.0227272727272727,-0.0235155790711346,High,Decline,69,,8,10539780.5728455,17192.703749828
189,53033002500,25,Census Tract 25,Ravenna/Bryant,7.3,2002,0,0,0,0,,,0,,0,10594634.2979736,16442.9685869958
190,53033002200,22,Census Tract 22,Wedgwood/View Ridge,7.4,2002,1.91,1624,-0.0205128205128205,-0.0234515935057126,High,Decline,73,,5,30127208.0188904,28505.8067930163
191,53033004000,40,Census Tract 40,Laurelhurst/Sand Point,7.5,2002,1.27,861,-0.0305343511450382,-0.0260180995475113,Low,Decline,54,,2,26374983.680542,27560.0138429836
192,53033005804,58.04,Census Tract 58.04,Interbay,12.2,2002,1.88,1251,-0.0208333333333334,-0.0218921032056294,Medium,Decline,572,,34,25124062.7388306,48668.2722430527
193,53033006800,68,Census Tract 68,Queen Anne,12.3,2002,2.47,1650,-0.0237154150197627,-0.0230905861456483,High,Decline,234,,23,7729250.27154541,11275.3773479613
194,53033008102,81.02,Census Tract 81.02,Downtown Commercial Core,13.2,2002,3.21,2817,-0.0272727272727272,-0.0249221183800623,High,Decline,173,,5,5987812.08642578,14339.9950294181
195,53033008101,81.01,Census Tract 81.01,Downtown Commercial Core,13.2,2002,1.6,1394,-0.0532544378698224,-0.0568335588633288,Medium,Decline,885,,5,2992165.47857666,11427.1467556707
196,53033007902,79.02,Census Tract 79.02,Central Area/Squire Park,5.3,2002,1.85,1262,-0.0263157894736841,-0.0239752513534416,Medium,Decline,176,,13,4641637.80010986,9715.12087740264
197,53033007302,73.02,Census Tract 73.02,Cascade/Eastlake,11.3,2002,2.61,2111,-0.0187969924812031,-0.0185960018596002,High,Decline,663,,4,3368769.26522827,7802.42635391176
198,53033007101,71.01,Census Tract 71.01,Queen Anne,12.3,2002,2.19,1455,-0.0223214285714287,-0.0241448692152917,High,Decline,388,,14,5328474.60678101,9004.94722654019
199,53033009300,93,Census Tract 93,Duwamish/SODO,3.3,2002,2.03,1457,-0.0240384615384617,-0.0247657295850067,High,Decline,261,,10,102171584.839813,53946.3734519274
200,53033010502,105.02,Census Tract 105.02,West Seattle Junction/Genesee Hill,1.3,2002,1.68,1134,-0.0232558139534884,-0.0266094420600858,Medium,Decline,464,,23,10504351.3417664,14546.1362419116
201,53033010001,100.01,Census Tract 100.01,North Beacon Hill/Jefferson Park,3.6,2002,1.83,1161,-0.0213903743315508,-0.0235492010092515,Medium,Decline,198,,16,25052474.6053925,25628.9245317132
202,53033009801,98.01,Census Tract 98.01,West Seattle Junction/Genesee Hill,1.3,2002,1.99,1338,-0.0245098039215686,-0.0240700218818381,High,Decline,219,,19,10814248.9397583,13291.5490832838
203,53033008900,89,Census Tract 89,Madrona/Leschi,5.1,2002,2.13,1470,-0.0229357798165139,-0.0239043824701195,High,Decline,234,,15,13690717.169342,19328.7463975703
204,53033026300,263,Census Tract 263,Rainier Beach,4.1,2002,0,0,0,0,,,0,,0,30724.63331604,954.048024444965
205,53033012000,120,Census Tract 120,Arbor Heights,1.1,2002,0,0,0,0,,,0,,0,15560990.4431915,16787.974281693
206,53033011101,111.01,Census Tract 111.01,Columbia City,4.2,2002,1.8,1188,-0.0217391304347826,-0.0238290879211175,Medium,Decline,170,,13,12236718.0846863,15552.0743493747
207,53033011001,110.01,Census Tract 110.01,South Beacon Hill/NewHolly,3.4,2002,0,0,0,0,,,0,,0,11629041.0737,16287.3553131872
208,53033010800,108,Census Tract 108,Riverview,2.3,2002,0,0,0,0,,,0,,0,44087445.2204437,39019.3474976913
209,53033000800,8,Census Tract 8,Cedar Park/Meadowbrook,8.3,2002,0,0,0,0,,,0,,0,12290810.0239868,15312.0874645944
210,53033003400,34,Census Tract 34,Greenwood/Phinney Ridge,9.3,2002,1.11,686,-0.026315789473684,-0.0255681818181818,Low,Decline,93,,9,8472471.71472168,12629.322933575
211,53033005306,53.06,Census Tract 53.06,University District,7.2,2002,1.83,1014,-0.0213903743315508,-0.023121387283237,Medium,Decline,435,,16,2157906.05789185,5954.87262312138
212,53033004302,43.02,Census Tract 43.02,Ravenna/Bryant,7.3,2002,2.16,1317,-0.027027027027027,-0.0266075388026608,High,Decline,981,,60,3564115.6701355,7987.27441919544
213,53033002400,24,Census Tract 24,Wedgwood/View Ridge,7.4,2002,0,0,0,0,,,0,,0,10359919.7832642,13151.7125244876
214,53033004102,41.02,Census Tract 41.02,Laurelhurst/Sand Point,7.5,2002,1.56,1105,-0.0126582278481013,-0.0169039145907473,Medium,Decline,224,,7,17933927.2689209,23350.8002922279
215,53033005600,56,Census Tract 56,Magnolia,12.1,2002,0,0,0,0,,,0,,0,32045056.1363831,29943.5055294428
216,53033006703,67.03,Census Tract 67.03,Queen Anne,12.3,2002,1.28,1003,-0.0229007633587786,-0.0224171539961014,Low,Decline,614,,36,6427171.88375854,10846.4930444777
217,53033006100,61,Census Tract 61,Montlake/Portage Bay,7.1,2002,2.11,1226,-0.0231481481481483,-0.0246618933969769,High,Decline,990,,80,11959193.7410278,21477.2648301767
218,53033005700,57,Census Tract 57,Magnolia,12.1,2002,1.48,1113,-0.0263157894736842,-0.0253940455341506,Medium,Decline,352,,28,53305584.4251709,44506.5655358236
219,53033005901,59.01,Census Tract 59.01,Queen Anne,12.3,2002,1.58,1019,-0.0595238095238094,-0.0582255083179298,Low,Decline,389,,29,8449086.71850586,19075.2924234318
220,53033008401,84.01,Census Tract 84.01,Capitol Hill,6.2,2002,2.32,1484,-0.0252100840336135,-0.0243261012491782,High,Decline,783,,18,2700766.60922241,9275.81826751285
221,53033008300,83,Census Tract 83,First Hill,6.1,2002,1.87,1263,-0.0209424083769633,-0.0224458204334365,Medium,Decline,867,,12,2561276.49777222,8632.13489440587
222,53033007501,75.01,Census Tract 75.01,Capitol Hill,6.2,2002,2.02,1161,-0.0194174757281554,-0.0235492010092515,Medium,Decline,1454,,82,3210519.93661499,7219.62364175991
223,53033009702,97.02,Census Tract 97.02,West Seattle Junction/Genesee Hill,1.3,2002,1.66,1074,-0.0292397660818714,-0.0262919310970082,Medium,Decline,105,,7,23899907.4262695,28258.7625684306
224,53033008800,88,Census Tract 88,Central Area/Squire Park,5.3,2002,2.05,1298,-0.0238095238095239,-0.0233258088788563,High,Decline,230,,27,10210038.8581238,13202.5268569703
225,53033008500,85,Census Tract 85,First Hill,6.1,2002,2.3,1527,-0.021276595744681,-0.0217809096732864,High,Decline,884,,18,4854121.3192749,9025.58161466663
226,53033026500,265,Census Tract 265,Highland Park,2.5,2002,0,0,0,0,,,0,,0,4617675.48258972,11234.9647811896
227,53033011601,116.01,Census Tract 116.01,Fauntleroy/Seaview,1.2,2002,1.02,713,-0.0285714285714286,-0.0246238030095759,Low,Decline,80,,6,16710842.8944397,20011.9659924997
228,53033011300,113,Census Tract 113,Highland Park,2.5,2002,0.99,807,-0.01,-0.00493218249075216,Low,Decline,328,,16,37260682.9683075,27184.1613850878
229,53033011500,115,Census Tract 115,Roxhill/Westwood,2.4,2002,1.27,895,-0.0230769230769231,-0.0250544662309368,Low,Decline,250,,12,16558652.7529297,19887.3089363241
230,53033010601,106.01,Census Tract 106.01,Fauntleroy/Seaview,1.2,2002,1.67,1024,-0.0233918128654971,-0.0247619047619048,Medium,Decline,375,,24,11724162.319458,14458.8370353337
231,53033001202,12.02,Census Tract 12.02,Northgate/Maple Leaf,8.1,2002,1.83,1349,-0.026595744680851,-0.0238784370477569,High,Decline,422,,9,8841145.88363647,13324.9900925288
232,53033000102,1.02,Census Tract 1.02,Cedar Park/Meadowbrook,8.3,2002,1.55,1129,-0.03125,-0.0309012875536481,Medium,Decline,558,,14,15446821.4830017,19552.3623304664
233,53033004701,47.01,Census Tract 47.01,Ballard,10.4,2002,1.95,1356,-0.025,-0.0230547550432277,High,Decline,624,,48,6036028.32614136,13539.0476262898
234,53033004500,45,Census Tract 45,Wallingford,11.2,2002,0,0,0,0,,,0,,0,7222109.8883667,11018.3020934985
235,53033002900,29,Census Tract 29,Greenwood/Phinney Ridge,9.3,2002,1.51,1082,-0.0258064516129032,-0.024346257889991,Medium,Decline,241,,23,10614791.1058044,13366.3196709081
236,53033004201,42.01,Census Tract 42.01,Ravenna/Bryant,7.3,2002,1.29,1156,-0.0300751879699248,-0.0261162594776748,Low,Decline,178,,10,13390664.2680969,18286.1439211159
237,53033007403,74.03,Census Tract 74.03,Capitol Hill,6.2,2002,1.96,1165,-0.0248756218905472,-0.0242881072026801,Medium,Decline,1007,,49,1276089.0690918,5227.49528678734
238,53033007002,70.02,Census Tract 70.02,Queen Anne,12.3,2002,1.9,1233,-0.0256410256410257,-0.0237529691211401,Medium,Decline,1561,,76,4746869.84552002,9490.79905735624
239,53033005803,58.03,Census Tract 58.03,Interbay,12.2,2002,1.36,983,-0.0215827338129495,-0.017,Low,Decline,323,,29,8956173.42456055,17129.1988103483
240,53033005902,59.02,Census Tract 59.02,Queen Anne,12.3,2002,1.43,1100,-0.0272108843537415,-0.0256864481842338,Low,Decline,103,,10,11010649.894989,15184.2205727179
241,53033004902,49.02,Census Tract 49.02,Fremont,11.1,2002,1.96,1145,-0.02,-0.023037542662116,Medium,Decline,733,,64,6448262.3397522,10801.7314915315
242,53033005801,58.01,Census Tract 58.01,Interbay,12.2,2002,1.42,1248,-0.0405405405405406,-0.0377794911333847,Medium,Decline,1036,,43,19618424.2433472,25500.0139546944
243,53033007406,74.06,Census Tract 74.06,Capitol Hill,6.2,2002,1.95,1019,-0.025,-0.0220729366602687,Medium,Decline,1078,,41,1623443.82748413,6764.47724113477
244,53033007405,74.05,Census Tract 74.05,Capitol Hill,6.2,2002,1.95,1066,-0.025,-0.0255941499085923,Medium,Decline,1203,,46,1418974.04168701,5012.79869002574
245,53033009701,97.01,Census Tract 97.01,Alki/Admiral,1.4,2002,1.44,1206,-0.0270270270270271,-0.0250606305578011,Medium,Decline,395,,35,19291172.1184692,29764.000341636
246,53033009600,96,Census Tract 96,Alki/Admiral,1.4,2002,1.39,1125,-0.0211267605633803,-0.0234375,Low,Decline,432,,32,19741501.6534882,20745.4059998832
247,53033008700,87,Census Tract 87,Central Area/Squire Park,5.3,2002,1.82,1056,-0.021505376344086,-0.0194986072423398,Medium,Decline,485,,39,7883013.1696167,11432.3842123557
248,53033011402,114.02,Census Tract 114.02,Roxhill/Westwood,2.4,2002,1.57,946,-0.0248447204968944,-0.0217166494312306,Low,Decline,405,,23,12779277.8645477,17351.055007292
249,53033011200,112,Census Tract 112,South Park,3.1,2002,0.91,554,-0.0108695652173913,-0.0142348754448399,Low,Decline,175,,15,26463890.0310974,27002.3375751905
250,53033010900,109,Census Tract 109,Georgetown,3.2,2002,1.71,859,-0.0172413793103448,-0.0182857142857143,Low,Decline,137,,13,51677122.7107849,44978.7538438156
251,53033011002,110.02,Census Tract 110.02,South Beacon Hill/NewHolly,3.4,2002,0,0,0,0,,,0,,0,18508908.4571838,22511.1267649617
252,53033011102,111.02,Census Tract 111.02,Seward Park,4.3,2002,1.03,715,-0.0283018867924529,-0.0245566166439291,Low,Decline,450,,22,13970026.6890106,20411.1700649139
253,53033010702,107.02,Census Tract 107.02,High Point,2.2,2002,0,0,0,0,,,0,,0,8396926.79307556,14935.9302412484
254,53033001100,11,Census Tract 11,Olympic Hills/Victory Heights,8.2,2002,0.9,683,-0.0217391304347826,-0.0228898426323319,Low,Decline,188,,11,11416399.5888062,14159.1273465597
255,53033000700,7,Census Tract 7,Olympic Hills/Victory Heights,8.2,2002,1.32,940,-0.0222222222222222,-0.023883696780893,Low,Decline,810,,54,13932242.3934631,16134.0299149422
256,53033000202,2.02,Census Tract 2.02,Olympic Hills/Victory Heights,8.2,2002,1.15,915,-0.0254237288135593,-0.0286624203821656,Low,Decline,187,,6,15930118.4908752,17285.8273694368
257,53033000101,1.01,Census Tract 1.01,Cedar Park/Meadowbrook,8.3,2002,1.21,864,-0.032,-0.0292134831460674,Low,Decline,948,,33,4465058.88146973,8662.07421505589
258,53033003301,33.01,Census Tract 33.01,Whittier Heights,10.2,2002,1.82,1095,-0.021505376344086,-0.0240641711229947,Medium,Decline,525,,58,7202858.49346924,11177.1813262219
259,53033003602,36.02,Census Tract 36.02,Green Lake,9.4,2002,2.06,1200,-0.0236966824644549,-0.0228013029315961,High,Decline,558,,42,5621886.08477783,11471.0943824279
260,53033001900,19,Census Tract 19,Northgate/Maple Leaf,8.1,2002,1.71,1265,-0.0228571428571429,-0.0216550657385924,Medium,Decline,129,,8,17945171.5240173,18948.4812689278
261,53033001702,17.02,Census Tract 17.02,Greenwood/Phinney Ridge,9.3,2002,0,0,0,0,,,0,,0,13779275.7612915,17476.4075143324
262,53033006500,65,Census Tract 65,North Capitol Hill,6.3,2002,1.84,1222,-0.0264550264550264,-0.0231814548361311,Medium,Decline,950,,74,12352257.7561951,17921.5013322026
263,53033006200,62,Census Tract 62,Montlake/Portage Bay,7.1,2002,0,0,0,0,,,0,,0,24610619.7424011,40010.5992573485
264,53033005305,53.05,Census Tract 53.05,University District,7.2,2002,2,964,-0.0243902439024389,-0.0252780586450961,Medium,Decline,1174,,46,2292236.61618042,6048.60922233999
265,53033002600,26,Census Tract 26,Ravenna/Bryant,7.3,2002,2.03,1260,-0.0240384615384617,-0.0247678018575851,High,Decline,191,,5,13398040.1758728,15933.937900155
266,53033002000,20,Census Tract 20,Northgate/Maple Leaf,8.1,2002,1.35,1009,-0.0217391304347825,-0.0260617760617761,Low,Decline,206,,9,12183878.8231506,15509.5457092747
267,53033006300,63,Census Tract 63,Madison Park,6.5,2002,1.46,1113,-0.0266666666666667,-0.026246719160105,Medium,Decline,578,,20,27750333.3955383,36285.8489218384
268,53033006600,66,Census Tract 66,Cascade/Eastlake,11.3,2002,1.78,1185,-0.0273224043715847,-0.0238879736408567,Medium,Decline,1162,,80,11110296.8534851,21995.1062951424
269,53033006900,69,Census Tract 69,Queen Anne,12.3,2002,1.55,1025,-0.0251572327044025,-0.0256653992395437,Low,Decline,468,,34,9742176.64987183,15666.5439544695
270,53033006000,60,Census Tract 60,Queen Anne,12.3,2002,1.86,1374,-0.0261780104712041,-0.0248403122782115,High,Decline,668,,55,14158764.7126465,19123.0326298116
271,53033005201,52.01,Census Tract 52.01,Wallingford,11.2,2002,2.23,1029,-0.0262008733624454,-0.0246445497630332,Medium,Decline,269,,19,7536632.48083496,14175.9240617134
272,53033005000,50,Census Tract 50,Wallingford,11.2,2002,1.95,1224,-0.025,-0.0239234449760766,Medium,Decline,749,,60,8151942.29489136,11560.148011522
273,53033008600,86,Census Tract 86,First Hill,6.1,2002,2.12,1156,-0.0230414746543778,-0.0219966159052453,High,Decline,1068,,46,7656616.62564087,11640.7206126296
274,53033008002,80.02,Census Tract 80.02,Belltown,13.1,2002,2.44,1745,-0.0278884462151394,-0.0245947456679709,High,Decline,1131,,14,2522029.80825806,7998.38246587977
275,53033007901,79.01,Census Tract 79.01,Central Area/Squire Park,5.3,2002,1.86,1191,-0.0261780104712041,-0.0253682487725041,Medium,Decline,709,,45,2876299.50189209,7879.40433949822
276,53033007202,72.02,Census Tract 72.02,Cascade/Eastlake,11.3,2002,2.41,1776,-0.0203252032520324,-0.0231023102310231,High,Decline,559,,10,3020075.66329956,7591.70188344636
277,53033007301,73.01,Census Tract 73.01,Cascade/Eastlake,11.3,2002,2.16,1519,-0.0226244343891402,-0.0237789203084833,High,Decline,274,,6,2699344.10806274,7422.61069281975
278,53033010302,103.02,Census Tract 103.02,Columbia City,4.2,2002,1.99,1393,-0.0245098039215686,-0.0238262088297127,High,Decline,259,,17,6804418.75059509,11267.2532000827
279,53033009100,91,Census Tract 91,Pioneer Square/International District,13.3,2002,2.08,1326,-0.0280373831775701,-0.025,High,Decline,747,,13,4419685.26577759,10608.3854115205
280,53033009200,92,Census Tract 92,Pioneer Square/International District,13.3,2002,2.05,1219,-0.0238095238095239,-0.020096463022508,High,Decline,321,,10,3456088.55044556,12687.1211893969
